"Data, Tempo, Vento(m-s), Direção, Chuva, SolarRad"
"14/05/2024, 20:00, 4.8, 5.2, 10.2, 1011.4"
"14/05/2024, 20:05, 2.1, 3.3, 10.2, 1011.8"
"14/05/2024, 20:10, 2.5, 3.3, 10.2, 1011.9"
"14/05/2024, 20:15, 4.1, 5.2, 10.2, 1012.1"
"14/05/2024, 20:20, 3.1, 4.0, 10.2, 1012.0"
"14/05/2024, 20:25, 3.4, 4.1, 10.2, 1012.1"
"14/05/2024, 20:30, 3.4, 3.5, 10.2, 1012.3"
"14/05/2024, 20:35, 3.3, 4.2, 10.2, 1012.1"
"14/05/2024, 20:40, 2.4, 2.6, 10.2, 1012.1"
"14/05/2024, 20:45, 4.1, 4.1, 10.2, 1012.4"
"14/05/2024, 20:50, 3.0, 3.6, 10.2, 1012.3"
"14/05/2024, 20:55, 3.8, 4.5, 10.2, 1012.0"
"14/05/2024, 21:00, 4.7, 5.1, 10.2, 1012.2"
"14/05/2024, 21:05, 3.3, 4.4, 10.2, 1012.2"
"14/05/2024, 21:10, 3.7, 4.3, 10.2, 1012.3"
"14/05/2024, 21:15, 4.1, 4.1, 10.2, 1012.4"
"14/05/2024, 21:20, 3.7, 3.8, 10.2, 1012.3"
"14/05/2024, 21:25, 3.0, 3.9, 10.2, 1012.4"
"14/05/2024, 21:30, 4.4, 4.7, 10.2, 1012.5"
"14/05/2024, 21:35, 4.0, 5.1, 10.2, 1012.7"
"14/05/2024, 21:40, 4.1, 4.9, 10.2, 1012.5"
"14/05/2024, 21:45, 4.6, 4.9, 10.2, 1012.8"
"14/05/2024, 21:50, 4.4, 5.1, 10.2, 1012.8"
"14/05/2024, 21:55, 5.3, 5.6, 10.2, 1012.8"
"14/05/2024, 22:00, 4.6, 5.3, 10.2, 1012.8"
"14/05/2024, 22:05, 5.5, 5.6, 10.2, 1012.9"
"14/05/2024, 22:10, 5.5, 5.7, 10.2, 1012.8"
"14/05/2024, 22:15, 5.3, 5.9, 10.2, 1012.7"
"14/05/2024, 22:20, 4.9, 5.9, 10.2, 1012.8"
"14/05/2024, 22:25, 4.6, 5.3, 10.2, 1012.8"
"14/05/2024, 22:30, 5.1, 5.2, 10.2, 1012.7"
"14/05/2024, 22:35, 4.9, 5.6, 10.2, 1012.7"
"14/05/2024, 22:40, 4.7, 5.6, 10.2, 1012.7"
"14/05/2024, 22:45, 4.7, 5.6, 10.2, 1013.0"
"14/05/2024, 22:50, 5.0, 5.6, 10.2, 1013.0"
"14/05/2024, 22:55, 4.6, 5.3, 10.2, 1013.0"
"14/05/2024, 23:00, 5.1, 5.5, 10.2, 1013.0"
"14/05/2024, 23:05, 4.7, 5.4, 10.2, 1012.9"
"14/05/2024, 23:10, 4.8, 5.2, 10.2, 1013.1"
"14/05/2024, 23:15, 5.6, 5.7, 10.2, 1013.2"
"14/05/2024, 23:20, 4.7, 5.3, 10.2, 1013.0"
"14/05/2024, 23:25, 4.9, 5.7, 10.2, 1013.0"
"14/05/2024, 23:30, 5.2, 5.7, 10.2, 1012.8"
"14/05/2024, 23:35, 4.4, 5.4, 10.2, 1012.8"
"14/05/2024, 23:40, 4.0, 4.9, 10.2, 1012.5"
"14/05/2024, 23:45, 4.8, 5.4, 10.2, 1012.8"
"14/05/2024, 23:50, 4.7, 5.1, 10.2, 1012.7"
"14/05/2024, 23:55, 4.6, 4.8, 10.2, 1012.6"
"14/05/2024, 23:59, 4.3, 4.8, 10.2, 1012.5"
"15/05/2024, 13:05, 2.1, 2.2, 0.2, 1011.0"
"15/05/2024, 13:10, 1.4, 2.5, 0.3, 1011.0"
"15/05/2024, 13:15, 0.9, 2.5, 0.3, 1011.0"
"15/05/2024, 13:20, 1.8, 2.6, 0.3, 1011.0"
"15/05/2024, 13:25, 2.7, 3.0, 0.3, 1010.7"
"15/05/2024, 13:30, 1.2, 2.0, 0.3, 1010.7"
"15/05/2024, 13:35, 3.2, 3.6, 0.3, 1010.6"
"15/05/2024, 13:40, 4.7, 5.7, 0.4, 1010.6"
"15/05/2024, 13:45, 1.2, 1.2, 0.4, 1010.6"
"15/05/2024, 13:50, 3.0, 3.4, 0.4, 1010.4"
"15/05/2024, 13:55, 3.0, 3.7, 0.4, 1010.1"
"15/05/2024, 14:00, 1.5, 3.7, 0.4, 1010.2"
"15/05/2024, 14:05, 1.8, 2.7, 0.4, 1010.2"
"15/05/2024, 14:10, 1.8, 3.0, 0.4, 1010.0"
"15/05/2024, 14:15, 5.0, 5.3, 0.4, 1010.2"
"15/05/2024, 14:20, 4.3, 4.9, 0.4, 1010.5"
"15/05/2024, 14:25, 1.6, 2.1, 0.5, 1010.0"
"15/05/2024, 14:30, 1.4, 1.7, 0.5, 1010.0"
"15/05/2024, 14:35, 1.2, 1.4, 0.5, 1009.4"
"15/05/2024, 14:40, 1.6, 1.8, 0.5, 1009.3"
"15/05/2024, 14:45, 2.1, 2.3, 0.5, 1009.3"
"15/05/2024, 14:50, 3.2, 4.1, 0.5, 1009.0"
"15/05/2024, 14:55, 1.5, 2.9, 0.5, 1009.1"
"15/05/2024, 15:00, 1.3, 1.9, 0.5, 1008.9"
"15/05/2024, 15:05, 4.2, 4.3, 0.5, 1009.0"
"15/05/2024, 15:10, 2.3, 3.2, 0.5, 1009.4"
"15/05/2024, 15:15, 1.3, 1.5, 0.5, 1009.3"
"15/05/2024, 15:20, 1.4, 2.3, 0.5, 1009.5"
"15/05/2024, 15:25, 4.4, 6.5, 0.5, 1009.7"
"15/05/2024, 15:30, 2.5, 3.0, 0.5, 1009.6"
"15/05/2024, 15:35, 0.9, 1.2, 0.5, 1009.6"
"15/05/2024, 15:45, 4.0, 5.0, 1.1, 1009.8"
"15/05/2024, 15:50, 6.9, 7.8, 1.7, 1009.0"
"15/05/2024, 15:55, 3.5, 4.3, 1.9, 1009.1"
"15/05/2024, 16:00, 2.6, 2.7, 2.0, 1009.1"
"15/05/2024, 16:05, 0.7, 0.8, 2.3, 1009.4"
"15/05/2024, 16:10, 0.8, 1.7, 2.8, 1008.8"
"15/05/2024, 16:15, 0.5, 0.8, 3.0, 1009.0"
"15/05/2024, 16:20, 1.0, 1.8, 3.3, 1009.3"
"15/05/2024, 16:25, 0.7, 1.1, 4.9, 1009.3"
"15/05/2024, 16:30, 1.5, 1.7, 6.7, 1009.4"
"15/05/2024, 16:35, 1.4, 1.7, 8.5, 1009.5"
"15/05/2024, 16:40, 5.4, 6.5, 8.7, 1009.6"
"15/05/2024, 16:45, 2.8, 3.5, 8.8, 1009.7"
"15/05/2024, 16:50, 3.0, 4.0, 8.9, 1009.5"
"15/05/2024, 16:55, 4.2, 4.3, 9.0, 1009.6"
"15/05/2024, 17:00, 2.4, 2.5, 9.0, 1009.8"
"15/05/2024, 17:05, 2.4, 2.4, 9.0, 1009.9"
"15/05/2024, 17:10, 1.9, 2.2, 9.0, 1010.0"
"15/05/2024, 17:15, 0.8, 1.3, 9.1, 1009.9"
"15/05/2024, 17:20, 2.6, 2.6, 9.1, 1010.0"
"15/05/2024, 17:25, 2.4, 3.1, 9.1, 1010.0"
"15/05/2024, 17:30, 1.2, 1.4, 9.1, 1010.2"
"15/05/2024, 17:35, 2.1, 2.8, 9.1, 1010.4"
"15/05/2024, 17:40, 1.4, 2.6, 9.1, 1010.3"
"15/05/2024, 17:45, 2.2, 2.2, 9.1, 1010.1"
"15/05/2024, 17:50, 2.2, 3.4, 9.1, 1010.3"
"15/05/2024, 17:55, 2.5, 4.1, 9.1, 1010.4"
"15/05/2024, 18:00, 1.9, 2.2, 9.1, 1010.5"
"15/05/2024, 18:05, 1.9, 2.4, 9.1, 1010.6"
"15/05/2024, 18:10, 2.7, 3.2, 9.1, 1010.5"
"15/05/2024, 18:15, 2.8, 3.3, 9.1, 1010.7"
"15/05/2024, 18:20, 3.1, 3.5, 9.1, 1010.7"
"15/05/2024, 18:25, 2.2, 3.0, 9.1, 1010.8"
"15/05/2024, 18:30, 1.6, 1.6, 9.1, 1010.8"
"15/05/2024, 18:35, 1.4, 2.3, 9.1, 1010.8"
"15/05/2024, 18:40, 2.6, 3.5, 9.1, 1010.8"
"15/05/2024, 18:45, 3.0, 3.4, 9.1, 1010.7"
"15/05/2024, 18:50, 1.0, 1.6, 9.1, 1010.8"
"15/05/2024, 18:55, 4.2, 4.9, 9.1, 1010.8"
"15/05/2024, 19:00, 3.8, 4.2, 9.1, 1010.9"
"15/05/2024, 19:05, 3.3, 4.3, 9.1, 1010.8"
"15/05/2024, 19:10, 4.5, 5.0, 9.1, 1010.8"
"15/05/2024, 19:15, 3.1, 3.9, 9.1, 1010.8"
"15/05/2024, 19:20, 4.1, 4.2, 9.1, 1011.0"
"15/05/2024, 19:25, 3.1, 3.7, 9.1, 1011.2"
"15/05/2024, 19:30, 3.6, 4.2, 9.1, 1011.2"
"15/05/2024, 19:35, 4.5, 4.8, 9.1, 1011.2"
"15/05/2024, 19:40, 4.3, 4.7, 9.1, 1011.2"
"15/05/2024, 19:45, 3.4, 4.0, 9.1, 1011.2"
"15/05/2024, 19:50, 3.6, 3.8, 9.1, 1011.3"
"15/05/2024, 19:55, 2.5, 3.2, 9.1, 1011.7"
"15/05/2024, 20:00, 2.2, 2.5, 9.1, 1011.5"
"15/05/2024, 20:05, 3.0, 3.5, 9.1, 1011.5"
"15/05/2024, 20:10, 3.6, 4.0, 9.1, 1011.8"
"15/05/2024, 20:15, 3.3, 3.8, 9.1, 1011.8"
"15/05/2024, 20:20, 2.8, 2.9, 9.1, 1012.0"
"15/05/2024, 20:25, 2.7, 3.3, 9.1, 1012.1"
"15/05/2024, 20:30, 2.4, 2.8, 9.1, 1012.3"
"15/05/2024, 20:35, 3.7, 4.3, 9.1, 1012.1"
"15/05/2024, 20:40, 3.8, 4.4, 9.1, 1012.2"
"15/05/2024, 20:45, 4.5, 4.8, 9.1, 1012.3"
"15/05/2024, 20:50, 4.7, 4.9, 9.1, 1012.6"
"15/05/2024, 20:55, 4.7, 5.4, 9.1, 1012.7"
"15/05/2024, 21:00, 5.1, 5.9, 9.1, 1012.8"
"15/05/2024, 21:05, 5.0, 5.3, 9.1, 1012.7"
"15/05/2024, 21:10, 4.2, 5.2, 9.1, 1012.9"
"15/05/2024, 21:15, 4.4, 5.4, 9.1, 1012.9"
"15/05/2024, 21:20, 5.0, 5.7, 9.1, 1012.8"
"15/05/2024, 21:25, 4.9, 5.0, 9.1, 1012.8"
"15/05/2024, 21:30, 4.0, 4.7, 9.1, 1012.6"
"15/05/2024, 21:35, 4.4, 4.7, 9.1, 1012.9"
"15/05/2024, 21:40, 3.7, 4.0, 9.1, 1012.8"
"15/05/2024, 21:45, 3.8, 4.2, 9.1, 1012.9"
"15/05/2024, 21:50, 3.6, 4.1, 9.1, 1012.8"
"15/05/2024, 21:55, 5.0, 5.4, 9.1, 1012.8"
"15/05/2024, 22:00, 3.9, 4.3, 9.1, 1012.7"
"15/05/2024, 22:05, 4.6, 4.8, 9.1, 1013.0"
"15/05/2024, 22:10, 4.7, 5.1, 9.1, 1013.1"
"15/05/2024, 22:15, 2.4, 3.6, 9.1, 1013.2"
"15/05/2024, 22:20, 2.1, 2.7, 9.1, 1013.2"
"15/05/2024, 22:25, 4.5, 4.7, 9.1, 1013.2"
"15/05/2024, 22:30, 2.4, 3.3, 9.1, 1013.2"
"15/05/2024, 22:35, 2.1, 2.5, 9.1, 1013.1"
"15/05/2024, 22:40, 2.8, 3.0, 9.1, 1013.1"
"15/05/2024, 22:45, 2.2, 3.7, 9.1, 1013.1"
"15/05/2024, 22:50, 2.4, 3.4, 9.1, 1013.2"
"15/05/2024, 22:55, 2.0, 2.3, 9.1, 1013.2"
"15/05/2024, 23:00, 1.6, 3.2, 9.1, 1013.3"
"15/05/2024, 23:05, 1.8, 2.7, 9.1, 1013.1"
"15/05/2024, 23:10, 0.8, 1.3, 9.1, 1013.1"
"15/05/2024, 23:15, 2.2, 3.6, 9.1, 1013.0"
"15/05/2024, 23:20, 2.8, 2.9, 9.1, 1013.1"
"15/05/2024, 23:25, 1.9, 2.9, 9.1, 1013.1"
"15/05/2024, 23:30, 1.0, 1.7, 9.1, 1013.1"
"15/05/2024, 23:35, 1.8, 2.7, 9.1, 1013.0"
"15/05/2024, 23:40, 0.5, 1.2, 9.1, 1013.1"
"15/05/2024, 23:45, 0.8, 1.1, 9.1, 1013.1"
"15/05/2024, 23:50, 3.1, 3.2, 9.1, 1012.8"
"15/05/2024, 23:55, 1.1, 1.3, 9.1, 1012.8"
"15/05/2024, 23:59, 2.6, 3.6, 9.1, 1012.9"
"16/05/2024, 00:05, 2.4, 3.0, 0.1, 1013.0"
"16/05/2024, 00:10, 1.8, 2.2, 0.1, 1012.8"
"16/05/2024, 00:15, 0.7, 1.1, 0.1, 1012.6"
"16/05/2024, 00:20, 0.9, 2.1, 0.1, 1012.8"
"16/05/2024, 00:25, 2.4, 3.0, 0.1, 1012.6"
"16/05/2024, 00:30, 2.6, 2.6, 0.1, 1012.4"
"16/05/2024, 00:35, 2.3, 3.6, 0.1, 1012.3"
"16/05/2024, 00:40, 3.0, 3.4, 0.1, 1012.3"
"16/05/2024, 00:45, 1.4, 2.2, 0.1, 1012.3"
"16/05/2024, 00:50, 2.0, 2.3, 0.1, 1011.9"
"16/05/2024, 00:55, 3.3, 4.0, 0.1, 1011.9"
"16/05/2024, 01:00, 2.8, 3.3, 0.1, 1011.7"
"16/05/2024, 01:05, 4.4, 4.9, 0.1, 1011.7"
"16/05/2024, 01:10, 3.7, 4.0, 0.1, 1011.7"
"16/05/2024, 01:15, 3.7, 4.3, 0.1, 1011.8"
"16/05/2024, 01:20, 3.5, 4.0, 0.1, 1011.6"
"16/05/2024, 01:25, 3.2, 3.5, 0.1, 1011.6"
"16/05/2024, 01:30, 3.6, 3.8, 0.1, 1011.7"
"16/05/2024, 01:35, 3.8, 4.3, 0.1, 1011.6"
"16/05/2024, 01:40, 2.4, 2.6, 0.1, 1011.6"
"16/05/2024, 01:45, 1.4, 1.7, 0.1, 1011.5"
"16/05/2024, 01:50, 1.8, 2.7, 0.1, 1011.3"
"16/05/2024, 01:55, 1.6, 2.3, 0.1, 1011.5"
"16/05/2024, 02:00, 3.5, 3.9, 0.1, 1011.4"
"16/05/2024, 02:05, 0.5, 0.7, 0.1, 1011.3"
"16/05/2024, 02:15, 0.6, 0.7, 0.1, 1011.1"
"16/05/2024, 02:20, 0.9, 0.9, 0.1, 1011.2"
"16/05/2024, 02:25, 0.7, 0.9, 0.1, 1011.1"
"16/05/2024, 02:35, 0.5, 0.8, 0.1, 1010.8"
"16/05/2024, 02:40, 0.8, 1.0, 0.1, 1010.6"
"16/05/2024, 03:05, 0.5, 0.7, 0.1, 1010.7"
"16/05/2024, 03:20, 1.0, 1.3, 0.1, 1010.8"
"16/05/2024, 03:25, 0.8, 1.4, 0.1, 1010.7"
"16/05/2024, 03:40, 0.7, 1.1, 0.1, 1010.7"
"16/05/2024, 03:50, 1.3, 1.3, 0.1, 1010.6"
"16/05/2024, 03:55, 0.7, 0.8, 0.1, 1010.8"
"16/05/2024, 04:10, 0.6, 0.9, 0.1, 1010.7"
"16/05/2024, 04:25, 0.6, 0.7, 0.1, 1010.8"
"16/05/2024, 04:40, 0.5, 0.7, 0.1, 1010.7"
"16/05/2024, 04:50, 0.6, 0.6, 0.1, 1010.7"
"16/05/2024, 05:20, 0.5, 0.6, 0.1, 1011.0"
"16/05/2024, 05:50, 0.6, 0.8, 0.1, 1011.1"
"16/05/2024, 05:55, 0.5, 0.6, 0.1, 1011.1"
"16/05/2024, 06:00, 0.5, 0.5, 0.1, 1011.0"
"16/05/2024, 06:05, 0.6, 0.6, 0.1, 1011.2"
"16/05/2024, 06:20, 0.6, 0.7, 0.1, 1011.2"
"16/05/2024, 06:40, 0.9, 0.9, 0.1, 1011.3"
"16/05/2024, 06:50, 0.6, 1.0, 0.1, 1011.6"
"16/05/2024, 06:55, 1.4, 1.9, 0.1, 1011.5"
"16/05/2024, 07:00, 0.9, 1.0, 0.1, 1011.5"
"16/05/2024, 07:05, 0.8, 0.8, 0.1, 1011.5"
"16/05/2024, 07:15, 0.8, 1.1, 0.1, 1011.7"
"16/05/2024, 07:20, 1.6, 1.6, 0.1, 1011.6"
"16/05/2024, 07:25, 2.1, 2.1, 0.1, 1011.8"
"16/05/2024, 07:30, 1.7, 2.1, 0.1, 1012.0"
"16/05/2024, 07:35, 1.8, 1.8, 0.1, 1012.1"
"16/05/2024, 07:40, 2.8, 2.8, 0.1, 1012.1"
"16/05/2024, 07:45, 2.5, 2.9, 0.1, 1012.2"
"16/05/2024, 07:50, 3.1, 4.0, 0.1, 1012.1"
"16/05/2024, 07:55, 2.0, 2.5, 0.1, 1012.2"
"16/05/2024, 08:00, 2.4, 2.7, 0.1, 1012.1"
"16/05/2024, 08:05, 2.1, 2.4, 0.1, 1012.2"
"16/05/2024, 08:10, 2.0, 2.3, 0.1, 1012.3"
"16/05/2024, 08:15, 2.5, 2.6, 0.1, 1012.6"
"16/05/2024, 08:20, 2.7, 3.0, 0.1, 1012.6"
"16/05/2024, 08:25, 2.9, 3.6, 0.1, 1012.5"
"16/05/2024, 08:30, 2.5, 2.7, 0.1, 1012.7"
"16/05/2024, 08:35, 2.1, 2.9, 0.1, 1012.9"
"16/05/2024, 08:40, 3.1, 3.3, 0.1, 1012.9"
"16/05/2024, 08:45, 2.2, 2.8, 0.1, 1012.8"
"16/05/2024, 08:50, 2.2, 2.7, 0.1, 1012.9"
"16/05/2024, 08:55, 2.8, 3.2, 0.1, 1013.1"
"16/05/2024, 09:00, 2.2, 2.3, 0.1, 1012.8"
"16/05/2024, 09:05, 2.4, 3.0, 0.1, 1012.8"
"16/05/2024, 09:10, 2.1, 2.6, 0.1, 1013.0"
"16/05/2024, 09:15, 2.4, 2.9, 0.1, 1013.1"
"16/05/2024, 09:20, 3.0, 3.2, 0.1, 1012.9"
"16/05/2024, 09:25, 3.7, 4.5, 0.1, 1013.0"
"16/05/2024, 09:30, 4.0, 4.5, 0.1, 1013.1"
"16/05/2024, 09:35, 3.2, 3.8, 0.1, 1013.1"
"16/05/2024, 09:40, 3.1, 3.4, 0.1, 1013.2"
"16/05/2024, 09:45, 3.9, 4.2, 0.1, 1013.1"
"16/05/2024, 09:50, 3.2, 3.8, 0.1, 1013.1"
"16/05/2024, 09:55, 4.2, 5.1, 0.1, 1012.9"
"16/05/2024, 10:00, 4.3, 4.7, 0.1, 1013.0"
"16/05/2024, 10:05, 3.3, 3.8, 0.1, 1012.9"
"16/05/2024, 10:10, 3.7, 4.5, 0.1, 1012.9"
"16/05/2024, 10:15, 2.7, 3.3, 0.1, 1012.9"
"16/05/2024, 10:20, 3.6, 3.7, 0.1, 1012.9"
"16/05/2024, 10:25, 2.2, 3.7, 0.1, 1012.9"
"16/05/2024, 10:30, 2.1, 3.8, 0.1, 1012.8"
"16/05/2024, 10:35, 2.8, 3.6, 0.1, 1012.9"
"16/05/2024, 10:40, 2.6, 3.1, 0.1, 1012.8"
"16/05/2024, 10:45, 3.5, 4.1, 0.1, 1013.0"
"16/05/2024, 10:50, 4.9, 5.2, 0.1, 1012.9"
"16/05/2024, 10:55, 7.0, 7.0, 0.1, 1012.8"
"16/05/2024, 11:00, 5.6, 6.2, 0.1, 1012.8"
"16/05/2024, 11:05, 4.1, 4.5, 0.1, 1012.8"
"16/05/2024, 11:10, 4.5, 5.2, 0.1, 1012.8"
"16/05/2024, 11:15, 3.5, 4.6, 0.1, 1012.7"
"16/05/2024, 11:20, 4.6, 5.0, 0.1, 1012.5"
"16/05/2024, 11:25, 4.0, 4.3, 0.1, 1012.6"
"16/05/2024, 11:30, 3.6, 5.0, 0.1, 1012.5"
"16/05/2024, 11:35, 3.1, 3.8, 0.1, 1012.5"
"16/05/2024, 11:40, 3.8, 4.6, 0.1, 1012.3"
"16/05/2024, 11:45, 2.6, 3.0, 0.1, 1012.3"
"16/05/2024, 11:50, 3.8, 3.9, 0.1, 1012.1"
"16/05/2024, 11:55, 3.1, 3.3, 0.1, 1012.0"
"16/05/2024, 12:00, 1.5, 1.6, 0.1, 1012.0"
"16/05/2024, 12:05, 0.7, 0.7, 0.1, 1011.8"
"16/05/2024, 12:10, 0.6, 1.9, 0.1, 1012.0"
"16/05/2024, 12:20, 0.5, 0.7, 0.1, 1011.6"
"16/05/2024, 12:25, 1.8, 1.8, 0.1, 1011.5"
"16/05/2024, 12:30, 1.0, 1.6, 0.1, 1011.4"
"16/05/2024, 12:40, 0.9, 1.3, 0.1, 1011.3"
"16/05/2024, 12:45, 1.3, 2.0, 0.1, 1011.1"
"16/05/2024, 12:50, 1.2, 2.1, 0.1, 1011.1"
"16/05/2024, 12:55, 0.7, 1.4, 0.1, 1011.2"
"16/05/2024, 13:00, 1.1, 1.3, 0.1, 1010.9"
"16/05/2024, 13:05, 1.4, 1.9, 0.1, 1011.1"
"16/05/2024, 13:15, 2.0, 2.3, 0.1, 1010.9"
"16/05/2024, 13:20, 0.8, 1.3, 0.1, 1010.6"
"16/05/2024, 13:25, 2.0, 2.7, 0.1, 1010.5"
"16/05/2024, 13:30, 1.4, 1.8, 0.1, 1010.6"
"16/05/2024, 13:35, 2.0, 2.0, 0.1, 1010.7"
"16/05/2024, 13:40, 2.1, 2.4, 0.1, 1010.5"
"16/05/2024, 13:45, 3.4, 3.6, 0.3, 1010.4"
"16/05/2024, 13:50, 2.3, 2.3, 0.3, 1010.5"
"16/05/2024, 14:00, 1.4, 3.1, 0.4, 1010.2"
"16/05/2024, 14:05, 4.6, 4.6, 0.4, 1010.3"
"16/05/2024, 14:10, 5.0, 6.8, 0.4, 1010.1"
"16/05/2024, 14:15, 4.9, 5.7, 0.4, 1010.3"
"16/05/2024, 14:20, 4.8, 6.0, 0.4, 1010.1"
"16/05/2024, 14:25, 2.8, 4.7, 0.4, 1010.1"
"16/05/2024, 14:30, 2.0, 4.9, 0.4, 1010.1"
"16/05/2024, 14:35, 4.0, 6.5, 0.4, 1010.0"
"16/05/2024, 14:40, 5.0, 6.8, 0.5, 1009.6"
"16/05/2024, 14:45, 4.6, 6.1, 0.6, 1009.7"
"16/05/2024, 14:50, 4.1, 5.7, 0.8, 1009.7"
"16/05/2024, 14:55, 2.0, 3.2, 0.9, 1009.8"
"16/05/2024, 15:00, 6.1, 6.8, 1.0, 1009.6"
"16/05/2024, 15:05, 2.7, 4.0, 1.0, 1009.6"
"16/05/2024, 15:10, 3.3, 6.3, 1.0, 1009.6"
"16/05/2024, 15:15, 2.5, 3.4, 1.0, 1009.7"
"16/05/2024, 15:20, 3.8, 4.4, 1.0, 1009.5"
"16/05/2024, 15:25, 3.7, 4.2, 1.0, 1009.5"
"16/05/2024, 15:30, 3.0, 4.8, 1.0, 1009.7"
"16/05/2024, 15:35, 5.4, 5.9, 1.0, 1009.7"
"16/05/2024, 15:40, 5.4, 6.1, 1.0, 1010.0"
"16/05/2024, 15:45, 5.6, 6.3, 1.0, 1010.1"
"16/05/2024, 15:50, 9.4, 10.5, 1.0, 1009.9"
"16/05/2024, 15:55, 11.2, 12.4, 1.6, 1009.7"
"16/05/2024, 16:00, 11.5, 11.7, 3.3, 1010.1"
"16/05/2024, 16:05, 5.7, 6.9, 4.9, 1010.2"
"16/05/2024, 16:10, 4.5, 6.2, 5.2, 1010.2"
"16/05/2024, 16:15, 3.3, 3.7, 5.8, 1010.0"
"16/05/2024, 16:20, 3.0, 3.1, 5.8, 1010.0"
"16/05/2024, 16:25, 2.7, 3.2, 5.8, 1010.3"
"16/05/2024, 16:30, 2.5, 2.8, 5.8, 1010.2"
"16/05/2024, 16:35, 2.5, 2.9, 5.8, 1010.2"
"16/05/2024, 16:40, 2.9, 3.7, 5.8, 1010.3"
"16/05/2024, 16:45, 3.6, 3.7, 5.8, 1010.2"
"16/05/2024, 16:50, 4.4, 5.6, 5.8, 1010.3"
"16/05/2024, 17:05, 6.9, 7.9, 5.8, 1010.5"
"16/05/2024, 17:10, 6.6, 8.1, 5.9, 1010.7"
"16/05/2024, 17:15, 7.2, 8.3, 5.9, 1010.6"
"16/05/2024, 17:20, 9.0, 9.9, 6.0, 1010.8"
"16/05/2024, 17:25, 6.6, 7.4, 6.2, 1010.7"
"16/05/2024, 17:30, 6.9, 7.4, 6.2, 1010.6"
"16/05/2024, 17:35, 6.1, 7.3, 6.2, 1010.7"
"16/05/2024, 17:40, 8.1, 8.9, 6.3, 1010.7"
"16/05/2024, 17:45, 7.1, 8.1, 6.3, 1010.9"
"16/05/2024, 17:50, 7.0, 8.2, 6.3, 1011.0"
"16/05/2024, 17:55, 8.3, 9.1, 6.3, 1011.1"
"16/05/2024, 18:00, 7.0, 8.0, 6.5, 1011.1"
"16/05/2024, 18:05, 7.2, 7.5, 6.7, 1011.3"
"16/05/2024, 18:10, 5.8, 5.9, 7.0, 1011.0"
"16/05/2024, 18:15, 5.1, 5.6, 7.1, 1011.2"
"16/05/2024, 18:20, 4.8, 5.5, 7.1, 1011.1"
"16/05/2024, 18:25, 5.0, 5.0, 7.1, 1011.3"
"16/05/2024, 18:30, 3.5, 3.8, 7.1, 1011.3"
"16/05/2024, 18:35, 3.0, 4.6, 7.1, 1011.4"
"16/05/2024, 18:40, 1.9, 2.2, 7.1, 1011.6"
"16/05/2024, 18:45, 1.9, 4.2, 7.1, 1011.9"
"16/05/2024, 18:50, 4.2, 4.6, 7.1, 1011.9"
"16/05/2024, 18:55, 1.9, 2.7, 7.1, 1011.7"
"16/05/2024, 19:00, 2.6, 2.6, 7.1, 1011.9"
"16/05/2024, 19:05, 3.0, 3.1, 7.1, 1012.1"
"16/05/2024, 19:10, 2.3, 2.6, 7.1, 1012.0"
"16/05/2024, 19:15, 0.5, 0.8, 7.1, 1012.3"
"16/05/2024, 19:20, 2.7, 3.1, 7.2, 1012.2"
"16/05/2024, 19:25, 2.0, 3.9, 7.2, 1012.4"
"16/05/2024, 19:30, 1.9, 2.6, 7.2, 1012.5"
"16/05/2024, 19:35, 3.3, 3.8, 7.2, 1012.7"
"16/05/2024, 19:40, 3.4, 4.5, 7.2, 1012.5"
"16/05/2024, 19:45, 3.8, 4.4, 7.2, 1012.3"
"16/05/2024, 19:50, 2.9, 3.8, 7.2, 1012.5"
"16/05/2024, 19:55, 3.2, 3.3, 7.2, 1012.7"
"16/05/2024, 20:00, 2.0, 3.5, 7.2, 1012.5"
"16/05/2024, 20:05, 3.3, 3.7, 7.2, 1012.7"
"16/05/2024, 20:10, 1.2, 1.9, 7.2, 1012.7"
"16/05/2024, 20:15, 1.9, 2.5, 7.2, 1012.6"
"16/05/2024, 20:20, 1.5, 2.5, 7.2, 1012.6"
"16/05/2024, 20:25, 1.1, 1.4, 7.2, 1012.8"
"16/05/2024, 20:30, 2.1, 2.1, 7.2, 1012.7"
"16/05/2024, 20:35, 2.6, 2.7, 7.2, 1012.7"
"16/05/2024, 20:40, 0.5, 0.9, 7.2, 1012.7"
"16/05/2024, 20:45, 2.0, 2.2, 7.3, 1012.8"
"16/05/2024, 20:50, 0.6, 0.6, 7.3, 1012.8"
"16/05/2024, 21:00, 0.5, 1.2, 7.3, 1012.9"
"16/05/2024, 21:20, 0.7, 1.2, 7.3, 1013.1"
"16/05/2024, 21:25, 0.9, 1.2, 7.3, 1013.3"
"16/05/2024, 21:30, 1.7, 2.5, 7.3, 1013.2"
"16/05/2024, 21:35, 2.1, 2.2, 7.3, 1013.1"
"16/05/2024, 21:40, 2.0, 2.1, 7.3, 1013.3"
"16/05/2024, 21:45, 2.1, 2.4, 7.3, 1013.4"
"16/05/2024, 21:50, 1.0, 1.3, 7.3, 1013.4"
"16/05/2024, 21:55, 2.6, 2.9, 7.3, 1013.3"
"16/05/2024, 22:00, 2.3, 2.4, 7.3, 1013.4"
